Body 2725: x = 707.491, y = 1262.725, z = 931.927, Fx = -0.001, Fy = -0.002, Fz = -0.001
Body 2726: x = -585.883, y = -547.038, z = -1323.320, Fx = 0.000, Fy = 0.001, Fz = 0.003
Body 2727: x = 2235.970, y = 666.877, z = 686.034, Fx = -0.003, Fy = -0.000, Fz = -0.000
Body 2728: x = 1538.430, y = -1436.762, z = 1030.728, Fx = -0.003, Fy = 0.002, Fz = -0.000
Body 2729: x = 1740.660, y = 1549.308, z = -1507.222, Fx = -0.003, Fy = -0.001, Fz = 0.002
Body 2730: x = -1104.494, y = 1526.594, z = 1156.254, Fx = 0.000, Fy = -0.003, Fz = -0.000
Body 2731: x = -451.985, y = -955.967, z = 1869.509, Fx = 0.000, Fy = 0.001, Fz = -0.004
Body 2732: x = -1762.383, y = 1687.521, z = 796.625, Fx = 0.004, Fy = -0.003, Fz = -0.001
Body 2733: x = 1185.404, y = -248.013, z = 417.038, Fx = -0.003, Fy = -0.000, Fz = 0.000
Body 2734: x = -31.234, y = 1474.318, z = -77.118, Fx = -0.001, Fy = -0.003, Fz = 0.000
Body 2735: x = 935.966, y = -681.940, z = 1725.391, Fx = -0.001, Fy = 0.001, Fz = -0.004
Body 2736: x = -1730.947, y = -1624.503, z = -1356.962, Fx = 0.003, Fy = 0.003, Fz = 0.002
Body 2737: x = -90.574, y = 1488.922, z = -1717.728, Fx = 0.000, Fy = -0.001, Fz = 0.003
Body 2738: x = 481.986, y = 1099.566, z = -775.709, Fx = -0.001, Fy = -0.001, Fz = 0.002
Body 2739: x = 746.897, y = 239.537, z = 1011.878, Fx = -0.001, Fy = -0.001, Fz = -0.002
Body 2740: x = 1464.259, y = 2069.282, z = 1038.218, Fx = -0.002, Fy = -0.004, Fz = -0.001
Body 2741: x = 1651.210, y = -218.479, z = -1354.316, Fx = -0.002, Fy = -0.000, Fz = 0.001
Body 2742: x = -164.412, y = 1517.553, z = -207.175, Fx = -0.001, Fy = -0.004, Fz = 0.001
Body 2743: x = -1711.390, y = -1579.014, z = -184.635, Fx = 0.003, Fy = 0.002, Fz = 0.000
Body 2744: x = -750.223, y = -1398.635, z = 1891.808, Fx = 0.001, Fy = 0.002, Fz = -0.004
Body 2745: x = -1088.583, y = 1505.579, z = 1428.945, Fx = 0.003, Fy = -0.002, Fz = -0.003
Body 2746: x = -1472.086, y = 487.129, z = 1572.622, Fx = 0.003, Fy = -0.001, Fz = -0.005
Body 2747: x = 720.891, y = -419.905, z = 261.136, Fx = -0.002, Fy = 0.001, Fz = 0.000
Body 2748: x = 1407.721, y = -1457.579, z = -606.583, Fx = -0.001, Fy = 0.002, Fz = 0.001
Body 2749: x = 793.139, y = 1785.912, z = -1331.718, Fx = -0.000, Fy = -0.003, Fz = 0.002
Body 2750: x = -50.958, y = -1986.154, z = -2006.433, Fx = 0.000, Fy = 0.003, Fz = 0.002
Body 2751: x = 1266.493, y = 1785.178, z = 604.018, Fx = -0.002, Fy = -0.004, Fz = -0.000
Body 2752: x = 100.817, y = -828.308, z = -1992.523, Fx = -0.000, Fy = 0.000, Fz = 0.004
Body 2753: x = 2030.912, y = -1437.422, z = 507.188, Fx = -0.004, Fy = 0.001, Fz = -0.000
Body 2754: x = -471.466, y = -269.649, z = -144.971, Fx = 0.001, Fy = 0.003, Fz = 0.001
Body 2755: x = 1483.205, y = 1366.486, z = -5.496, Fx = -0.003, Fy = -0.000, Fz = 0.001
Body 2756: x = -687.970, y = -1495.992, z = -1681.403, Fx = 0.000, Fy = 0.002, Fz = 0.002
Body 2757: x = -3093.174, y = 826.756, z = 1492.630, Fx = 0.002, Fy = -0.001, Fz = -0.001
Body 2758: x = 294.135, y = -1647.771, z = -1616.093, Fx = -0.000, Fy = 0.002, Fz = 0.001
Body 2759: x = -1359.258, y = -834.189, z = -682.891, Fx = 0.003, Fy = 0.002, Fz = 0.001
Body 2760: x = -1293.842, y = 1380.706, z = 431.574, Fx = 0.002, Fy = -0.002, Fz = -0.000
Body 2761: x = -1582.429, y = -1245.639, z = 592.709, Fx = 0.003, Fy = 0.005, Fz = -0.007
Body 2762: x = -1313.031, y = 301.112, z = -1253.602, Fx = -0.006, Fy = -0.005, Fz = -0.002
Body 2763: x = -1088.669, y = 1338.370, z = -711.824, Fx = 0.001, Fy = -0.003, Fz = 0.002
Body 2764: x = -424.771, y = 1694.030, z = -1802.972, Fx = 0.000, Fy = -0.002, Fz = 0.003
Body 2765: x = 1092.217, y = 125.743, z = 1365.445, Fx = -0.002, Fy = 0.001, Fz = 0.000
Body 2766: x = -1177.473, y = 694.121, z = -1861.220, Fx = 0.001, Fy = -0.001, Fz = 0.004
Body 2767: x = 1382.342, y = -894.825, z = -368.951, Fx = -0.002, Fy = 0.000, Fz = 0.001
Body 2768: x = 1551.396, y = -1853.500, z = -99.842, Fx = -0.001, Fy = 0.003, Fz = 0.000
Body 2769: x = -1080.375, y = -2223.689, z = -705.046, Fx = 0.001, Fy = 0.004, Fz = 0.001
Body 2770: x = -1671.146, y = -1273.089, z = -1537.196, Fx = 0.004, Fy = 0.002, Fz = 0.002
Body 2771: x = 799.385, y = -1792.099, z = -452.793, Fx = -0.001, Fy = 0.003, Fz = 0.000
Body 2772: x = -1471.417, y = -917.433, z = 1497.649, Fx = 0.005, Fy = 0.003, Fz = -0.004
Body 2773: x = 950.517, y = 1220.129, z = -1719.035, Fx = -0.001, Fy = -0.001, Fz = 0.003
Body 2774: x = -288.959, y = 713.729, z = 804.472, Fx = -0.001, Fy = -0.001, Fz = -0.002
Body 2775: x = -917.233, y = 327.895, z = 959.724, Fx = 0.001, Fy = -0.001, Fz = -0.002
Body 2776: x = -1498.448, y = 1379.568, z = 387.893, Fx = 0.005, Fy = -0.002, Fz = -0.000
Body 2777: x = -1019.026, y = 1825.660, z = -1155.571, Fx = 0.001, Fy = -0.005, Fz = 0.001
Body 2778: x = 671.020, y = -1168.115, z = -1261.479, Fx = -0.001, Fy = 0.001, Fz = 0.001
Body 2779: x = -200.088, y = 554.163, z = 1761.486, Fx = 0.000, Fy = -0.001, Fz = -0.004
Body 2780: x = -400.727, y = -542.852, z = -1312.747, Fx = -0.001, Fy = 0.001, Fz = 0.003
Body 2781: x = 1181.058, y = -1446.986, z = -1376.182, Fx = -0.001, Fy = 0.002, Fz = 0.002
Body 2782: x = 258.012, y = -1422.525, z = 1438.802, Fx = -0.000, Fy = 0.003, Fz = -0.001
Body 2783: x = -415.408, y = 1566.112, z = -988.115, Fx = -0.000, Fy = -0.003, Fz = 0.001
Body 2784: x = -1030.558, y = -945.615, z = 1107.304, Fx = 0.000, Fy = 0.002, Fz = -0.000
Body 2785: x = 1327.530, y = 322.053, z = 328.193, Fx = -0.003, Fy = -0.000, Fz = 0.000
Body 2786: x = 1731.931, y = -657.123, z = -2085.493, Fx = -0.001, Fy = 0.000, Fz = 0.003
Body 2787: x = -1543.189, y = 1282.225, z = 1123.819, Fx = 0.005, Fy = -0.002, Fz = -0.001
Body 2788: x = 1153.994, y = -632.350, z = 1045.859, Fx = -0.002, Fy = 0.000, Fz = -0.001
Body 2789: x = 1471.543, y = -1271.940, z = -862.825, Fx = -0.001, Fy = -0.000, Fz = 0.002
Body 2790: x = 1673.997, y = -1596.965, z = 711.311, Fx = -0.003, Fy = 0.003, Fz = -0.001
Body 2791: x = 679.686, y = 1499.733, z = -678.551, Fx = -0.000, Fy = -0.002, Fz = 0.001
Body 2792: x = 1413.438, y = 1845.685, z = -141.954, Fx = -0.001, Fy = -0.003, Fz = 0.000
Body 2793: x = 386.225, y = -1050.427, z = -886.329, Fx = -0.001, Fy = 0.002, Fz = 0.001
Body 2794: x = -304.716, y = 1075.165, z = -284.918, Fx = -0.000, Fy = -0.002, Fz = 0.001
Body 2795: x = 857.353, y = -1219.268, z = 1248.625, Fx = -0.001, Fy = 0.003, Fz = -0.001
Body 2796: x = -2127.253, y = 1821.971, z = 1063.316, Fx = 0.003, Fy = -0.002, Fz = -0.001
Body 2797: x = 230.635, y = 185.806, z = 971.077, Fx = -0.001, Fy = -0.001, Fz = -0.002
Body 2798: x = -1727.057, y = 422.744, z = -1767.611, Fx = 0.005, Fy = -0.001, Fz = -0.000
Body 2799: x = -1199.000, y = -2482.141, z = -2291.031, Fx = 0.001, Fy = 0.002, Fz = 0.002
Body 2800: x = -460.528, y = -1056.035, z = -282.571, Fx = -0.000, Fy = 0.003, Fz = 0.001
Body 2801: x = 2284.901, y = -1390.709, z = 461.826, Fx = -0.004, Fy = 0.001, Fz = -0.000
Body 2802: x = -1450.075, y = -1200.852, z = -728.653, Fx = 0.002, Fy = 0.002, Fz = 0.001
Body 2803: x = 183.985, y = -1498.413, z = 1532.060, Fx = 0.001, Fy = 0.003, Fz = -0.002
Body 2804: x = 1632.248, y = 1754.982, z = -1003.483, Fx = 0.009, Fy = -0.076, Fz = -0.010
Body 2805: x = -1629.083, y = 965.866, z = 19.746, Fx = 0.004, Fy = -0.001, Fz = -0.000
Body 2806: x = -781.402, y = 762.679, z = 701.490, Fx = 0.001, Fy = -0.001, Fz = -0.001
Body 2807: x = -1213.925, y = -660.262, z = 1476.668, Fx = 0.000, Fy = 0.000, Fz = -0.005
Body 2808: x = 1498.534, y = -1568.368, z = 804.624, Fx = -0.002, Fy = 0.003, Fz = 0.000
Body 2809: x = -975.327, y = -995.045, z = -439.548, Fx = 0.001, Fy = 0.002, Fz = 0.001
Body 2810: x = -711.403, y = 420.732, z = 1418.046, Fx = 0.000, Fy = -0.001, Fz = -0.004
Body 2811: x = 253.642, y = 1453.341, z = 646.150, Fx = -0.001, Fy = -0.004, Fz = -0.001
Body 2812: x = 44.063, y = -675.583, z = 1604.927, Fx = -0.000, Fy = 0.001, Fz = -0.004
Body 2813: x = -1280.635, y = -984.183, z = 2030.217, Fx = 0.002, Fy = 0.001, Fz = -0.004
Body 2814: x = -1214.791, y = -114.798, z = -402.721, Fx = 0.003, Fy = 0.000, Fz = 0.001
Body 2815: x = 120.686, y = -137.370, z = 1624.346, Fx = -0.001, Fy = 0.001, Fz = -0.003
Body 2816: x = 1195.916, y = 1666.466, z = 1208.272, Fx = -0.001, Fy = -0.003, Fz = -0.001
Body 2817: x = 966.912, y = -2003.798, z = 1205.019, Fx = -0.001, Fy = 0.004, Fz = -0.001
Body 2818: x = 744.702, y = 344.371, z = 1679.704, Fx = -0.001, Fy = -0.001, Fz = -0.004
Body 2819: x = 345.037, y = 1120.193, z = -1675.158, Fx = -0.000, Fy = -0.001, Fz = 0.003
Body 2820: x = -1764.352, y = -1382.973, z = -730.774, Fx = 0.003, Fy = 0.002, Fz = 0.001
Body 2821: x = 1801.563, y = -1330.782, z = 1433.127, Fx = -0.005, Fy = 0.002, Fz = -0.002
Body 2822: x = -1445.371, y = -378.086, z = 1358.274, Fx = 0.004, Fy = 0.000, Fz = -0.002
Body 2823: x = -1546.916, y = -699.433, z = 1273.262, Fx = 0.006, Fy = 0.000, Fz = -0.002
Body 2824: x = 2920.301, y = 684.471, z = 10465.128, Fx = -0.000, Fy = -0.000, Fz = -0.000
Body 2825: x = -1694.672, y = 1559.823, z = -426.296, Fx = 0.004, Fy = -0.003, Fz = 0.001
Body 2826: x = 676.901, y = -909.815, z = -1781.580, Fx = -0.001, Fy = -0.000, Fz = 0.003
Body 2827: x = 832.555, y = -780.424, z = -2225.077, Fx = -0.001, Fy = 0.000, Fz = 0.003
Body 2828: x = 559.153, y = -464.087, z = 1044.610, Fx = -0.001, Fy = 0.000, Fz = -0.002
Body 2829: x = 1066.021, y = 1878.419, z = 1995.194, Fx = -0.001, Fy = -0.002, Fz = -0.003
Body 2830: x = 1238.645, y = -1043.299, z = 1228.963, Fx = -0.001, Fy = 0.000, Fz = -0.003
Body 2831: x = 1920.751, y = -2384.123, z = -881.377, Fx = -0.002, Fy = 0.003, Fz = 0.001
Body 2832: x = 1423.282, y = -1117.736, z = -884.158, Fx = -0.002, Fy = 0.000, Fz = 0.001
Body 2833: x = 825.837, y = 1279.140, z = 519.426, Fx = -0.001, Fy = -0.002, Fz = 0.000
Body 2834: x = -1281.533, y = 581.245, z = 1387.467, Fx = 0.002, Fy = -0.001, Fz = -0.002
Body 2835: x = -1743.315, y = 2110.649, z = -1990.308, Fx = 0.001, Fy = -0.002, Fz = 0.002
Body 2836: x = 1685.917, y = 1048.075, z = -1993.361, Fx = -0.002, Fy = -0.001, Fz = 0.003
Body 2837: x = 106.972, y = -1103.205, z = -1962.505, Fx = 0.000, Fy = 0.001, Fz = 0.003
Body 2838: x = 1593.887, y = 630.133, z = -980.993, Fx = -0.002, Fy = -0.000, Fz = 0.001
Body 2839: x = 1270.687, y = -80.282, z = 1259.057, Fx = -0.003, Fy = -0.000, Fz = -0.001
Body 2840: x = -985.458, y = -1084.028, z = -519.523, Fx = 0.001, Fy = 0.002, Fz = 0.001
Body 2841: x = -267.944, y = 827.673, z = -702.138, Fx = -0.000, Fy = -0.001, Fz = 0.002
Body 2842: x = -1182.017, y = 1847.025, z = -1295.128, Fx = 0.001, Fy = -0.004, Fz = 0.002
Body 2843: x = 1055.391, y = -126.878, z = 896.933, Fx = -0.002, Fy = -0.001, Fz = -0.000
Body 2844: x = -1672.572, y = 349.052, z = 301.803, Fx = 0.004, Fy = -0.000, Fz = -0.000
Body 2845: x = 357.164, y = 1750.990, z = -397.889, Fx = -0.001, Fy = -0.004, Fz = 0.000
Body 2846: x = -945.086, y = 359.160, z = 1348.692, Fx = 0.000, Fy = -0.001, Fz = -0.003
Body 2847: x = -336.211, y = 668.528, z = -458.219, Fx = 0.000, Fy = -0.001, Fz = 0.003
Body 2848: x = 1750.175, y = -257.334, z = 763.451, Fx = -0.004, Fy = -0.000, Fz = -0.000
Body 2849: x = 346.658, y = 1599.456, z = -1419.812, Fx = -0.000, Fy = -0.002, Fz = 0.003
Body 2850: x = 544.938, y = -173.936, z = -173.169, Fx = -0.003, Fy = 0.000, Fz = 0.001
Body 2851: x = 241.027, y = 1062.080, z = -780.361, Fx = -0.000, Fy = -0.002, Fz = 0.002
Body 2852: x = 1538.050, y = -198.580, z = 695.020, Fx = -0.003, Fy = -0.000, Fz = 0.000
Body 2853: x = -844.826, y = -1022.947, z = -1480.729, Fx = 0.000, Fy = 0.002, Fz = 0.003
Body 2854: x = -549.388, y = 7.836, z = 40.566, Fx = 0.001, Fy = 0.001, Fz = 0.001
Body 2855: x = -1648.758, y = -490.653, z = -60.630, Fx = 0.004, Fy = 0.001, Fz = 0.001
Body 2856: x = 631.110, y = 1598.233, z = 459.602, Fx = -0.002, Fy = -0.003, Fz = 0.000
Body 2857: x = -81.852, y = 1277.677, z = 1726.581, Fx = -0.000, Fy = -0.001, Fz = -0.004
Body 2858: x = -2403.694, y = -1511.554, z = 1310.030, Fx = 0.003, Fy = 0.001, Fz = -0.001
Body 2859: x = -1368.505, y = 770.347, z = 1449.185, Fx = 0.003, Fy = -0.001, Fz = -0.003
Body 2860: x = 1159.110, y = -388.543, z = -1141.171, Fx = -0.002, Fy = -0.000, Fz = 0.002
Body 2861: x = -1848.934, y = 546.871, z = 339.190, Fx = 0.005, Fy = -0.001, Fz = -0.000
Body 2862: x = -201.505, y = 1574.113, z = -202.643, Fx = -0.000, Fy = -0.004, Fz = 0.000
Body 2863: x = -1384.605, y = -752.550, z = 1032.313, Fx = 0.004, Fy = 0.001, Fz = 0.002
Body 2864: x = 1679.826, y = 397.822, z = 1014.688, Fx = -0.004, Fy = -0.000, Fz = -0.000
Body 2865: x = 1820.015, y = 1353.604, z = 339.836, Fx = -0.003, Fy = -0.001, Fz = 0.000
Body 2866: x = -0.561, y = -148.830, z = -1291.191, Fx = -0.001, Fy = 0.000, Fz = 0.003
Body 2867: x = -684.386, y = -2287.292, z = 437.062, Fx = 0.000, Fy = 0.003, Fz = -0.000
Body 2868: x = -1411.652, y = 1497.583, z = 1015.749, Fx = 0.003, Fy = -0.005, Fz = -0.002
Body 2869: x = -1475.554, y = 1562.583, z = -796.969, Fx = 0.003, Fy = -0.003, Fz = 0.001
Body 2870: x = -1047.460, y = 250.524, z = 829.667, Fx = 0.002, Fy = -0.001, Fz = -0.001
Body 2871: x = -1204.571, y = 744.444, z = 304.151, Fx = 0.004, Fy = -0.001, Fz = -0.000
Body 2872: x = 139.098, y = 83.850, z = -210.879, Fx = -0.002, Fy = -0.001, Fz = 0.001
Body 2873: x = -1865.356, y = -1787.341, z = 373.798, Fx = 0.003, Fy = 0.002, Fz = -0.001
Body 2874: x = 1251.813, y = 1371.796, z = -957.332, Fx = -0.002, Fy = -0.001, Fz = 0.001
Body 2875: x = 1146.494, y = 594.202, z = -1830.762, Fx = -0.001, Fy = -0.000, Fz = 0.003
Body 2876: x = -340.617, y = -1392.745, z = 120.294, Fx = 0.000, Fy = 0.003, Fz = 0.000
Body 2877: x = -1385.357, y = -222.107, z = 1448.345, Fx = 0.002, Fy = -0.000, Fz = -0.003
Body 2878: x = 581.709, y = 90.896, z = -479.622, Fx = -0.003, Fy = -0.001, Fz = 0.002
Body 2879: x = 1582.816, y = -775.109, z = 1724.326, Fx = -0.005, Fy = 0.000, Fz = -0.005
Body 2880: x = 1194.566, y = -1296.441, z = -2097.382, Fx = -0.001, Fy = 0.001, Fz = 0.004
Body 2881: x = 1717.245, y = -1548.985, z = 1042.675, Fx = -0.004, Fy = 0.003, Fz = -0.001
Body 2882: x = -442.091, y = -682.957, z = -1453.597, Fx = -0.000, Fy = 0.001, Fz = 0.003
Body 2883: x = 1968.464, y = -1378.818, z = -324.512, Fx = -0.003, Fy = 0.001, Fz = 0.000
Body 2884: x = 609.405, y = 1519.268, z = 123.646, Fx = -0.001, Fy = -0.003, Fz = -0.000
Body 2885: x = -1049.233, y = 171.976, z = -84.382, Fx = 0.004, Fy = -0.000, Fz = 0.000
Body 2886: x = 401.271, y = 1509.263, z = 1352.603, Fx = -0.001, Fy = -0.002, Fz = -0.002
Body 2887: x = -816.143, y = 440.291, z = -420.554, Fx = 0.001, Fy = -0.000, Fz = 0.001
Body 2888: x = -616.193, y = -1007.607, z = -48.864, Fx = 0.000, Fy = 0.003, Fz = 0.001
Body 2889: x = -862.584, y = -62.383, z = -1118.341, Fx = 0.000, Fy = 0.000, Fz = 0.003
Body 2890: x = 466.977, y = 1915.024, z = 1674.824, Fx = -0.003, Fy = -0.004, Fz = 0.001
Body 2891: x = -2020.430, y = -359.255, z = -1559.994, Fx = 0.006, Fy = 0.002, Fz = 0.004
Body 2892: x = 659.133, y = -622.815, z = 1424.031, Fx = -0.001, Fy = 0.000, Fz = -0.003
Body 2893: x = 1766.954, y = -1717.597, z = 1132.469, Fx = -0.003, Fy = 0.004, Fz = -0.001
Body 2894: x = 1861.379, y = 1932.772, z = 443.837, Fx = -0.003, Fy = -0.003, Fz = -0.000
Body 2895: x = -1316.355, y = 1589.914, z = -905.220, Fx = 0.002, Fy = -0.004, Fz = 0.001
Body 2896: x = -452.263, y = -500.915, z = -11.252, Fx = 0.001, Fy = 0.002, Fz = 0.000
Body 2897: x = 1478.022, y = -2194.775, z = -942.980, Fx = -0.001, Fy = 0.003, Fz = 0.001
Body 2898: x = -1310.961, y = -2447.791, z = -1519.529, Fx = 0.001, Fy = 0.003, Fz = 0.001
Body 2899: x = 1082.004, y = -1342.663, z = 457.645, Fx = -0.001, Fy = 0.003, Fz = 0.000
Body 2900: x = 741.039, y = -1052.960, z = -1704.705, Fx = -0.001, Fy = 0.001, Fz = 0.003
Body 2901: x = 1485.067, y = -1134.423, z = 1509.495, Fx = -0.004, Fy = 0.002, Fz = -0.006
Body 2902: x = 2298.642, y = 483.205, z = -1382.621, Fx = -0.003, Fy = -0.000, Fz = 0.001
Body 2903: x = -1346.720, y = -456.133, z = -847.082, Fx = 0.003, Fy = 0.001, Fz = 0.001
Body 2904: x = 645.886, y = -1313.125, z = -1527.539, Fx = 0.000, Fy = 0.001, Fz = 0.002
Body 2905: x = -1007.909, y = 1038.693, z = -981.686, Fx = 0.000, Fy = -0.001, Fz = 0.003
Body 2906: x = 748.868, y = -397.941, z = 1901.288, Fx = -0.001, Fy = 0.000, Fz = -0.004
Body 2907: x = 1401.793, y = -1628.791, z = 661.248, Fx = -0.001, Fy = 0.003, Fz = -0.000
Body 2908: x = -1405.724, y = -391.524, z = 1412.429, Fx = 0.003, Fy = 0.000, Fz = -0.003
Body 2909: x = 356.126, y = -147.929, z = 102.922, Fx = -0.003, Fy = 0.001, Fz = 0.000
Body 2910: x = 924.199, y = -1704.637, z = -1240.312, Fx = -0.001, Fy = 0.003, Fz = 0.001
Body 2911: x = -333.671, y = 1425.604, z = 1062.113, Fx = -0.000, Fy = -0.003, Fz = -0.002
Body 2912: x = -930.573, y = 1110.392, z = 1660.837, Fx = 0.001, Fy = -0.001, Fz = -0.005
Body 2913: x = -1120.096, y = 648.031, z = 489.713, Fx = 0.002, Fy = -0.000, Fz = -0.000
Body 2914: x = 1112.979, y = -168.123, z = 921.618, Fx = -0.003, Fy = 0.000, Fz = -0.001
Body 2915: x = -364.393, y = 353.597, z = -544.364, Fx = -0.000, Fy = -0.000, Fz = 0.002
Body 2916: x = -1376.451, y = 1483.006, z = 407.462, Fx = 0.004, Fy = -0.005, Fz = -0.001
Body 2917: x = 779.204, y = 1320.038, z = 1119.125, Fx = -0.001, Fy = -0.002, Fz = -0.002
Body 2918: x = 302.567, y = 1753.484, z = 1330.995, Fx = -0.000, Fy = -0.003, Fz = -0.002
Body 2919: x = 1146.242, y = -1389.926, z = 743.650, Fx = -0.001, Fy = 0.003, Fz = -0.000
Body 2920: x = -790.430, y = -57.210, z = 1163.652, Fx = 0.002, Fy = 0.000, Fz = -0.002
Body 2921: x = 452.431, y = 1132.284, z = 569.031, Fx = -0.000, Fy = -0.000, Fz = -0.000
Body 2922: x = 714.715, y = -441.815, z = 956.864, Fx = -0.002, Fy = -0.000, Fz = -0.001
Body 2923: x = -1243.197, y = 1336.117, z = -1172.722, Fx = 0.001, Fy = -0.002, Fz = 0.002
Body 2924: x = -1596.716, y = -957.943, z = 1569.557, Fx = 0.006, Fy = 0.001, Fz = -0.005
Body 2925: x = -982.620, y = -1845.969, z = 1415.501, Fx = 0.001, Fy = 0.004, Fz = -0.002
Body 2926: x = -812.272, y = -126.750, z = 622.308, Fx = 0.001, Fy = 0.000, Fz = -0.000
Body 2927: x = -1400.296, y = 1821.865, z = -18.445, Fx = 0.002, Fy = -0.005, Fz = 0.000
Body 2928: x = -1598.464, y = -1338.833, z = -1050.972, Fx = 0.003, Fy = 0.002, Fz = 0.001
Body 2929: x = -725.885, y = -527.313, z = 1424.235, Fx = -0.000, Fy = 0.000, Fz = -0.003
Body 2930: x = -1414.856, y = 463.991, z = 1331.699, Fx = 0.005, Fy = -0.001, Fz = -0.003
Body 2931: x = 670.392, y = -982.870, z = 1256.427, Fx = -0.000, Fy = 0.002, Fz = -0.002
Body 2932: x = -1147.895, y = -690.149, z = -1022.210, Fx = 0.002, Fy = 0.002, Fz = 0.001
Body 2933: x = -1609.713, y = -1698.117, z = -842.254, Fx = 0.002, Fy = 0.003, Fz = 0.001
Body 2934: x = 131.711, y = -490.284, z = 953.765, Fx = -0.000, Fy = 0.001, Fz = -0.001
Body 2935: x = 1189.417, y = -631.907, z = -825.612, Fx = -0.002, Fy = 0.000, Fz = 0.001
Body 2936: x = 1954.033, y = -1879.647, z = -660.680, Fx = -0.003, Fy = 0.003, Fz = 0.000
Body 2937: x = 1282.431, y = -1817.853, z = -687.168, Fx = -0.001, Fy = 0.003, Fz = 0.000
Body 2938: x = 1610.551, y = -858.820, z = 1831.943, Fx = -0.003, Fy = 0.001, Fz = -0.004
Body 2939: x = 1674.152, y = -1702.250, z = -1132.217, Fx = -0.002, Fy = 0.003, Fz = 0.000
Body 2940: x = 755.396, y = -1492.248, z = 1735.922, Fx = -0.000, Fy = 0.002, Fz = -0.005
Body 2941: x = -657.390, y = 1411.125, z = -1003.070, Fx = -0.001, Fy = -0.001, Fz = 0.001
Body 2942: x = -1072.173, y = 710.132, z = 1104.715, Fx = 0.002, Fy = -0.001, Fz = -0.002
Body 2943: x = 3.176, y = 1191.702, z = 2092.251, Fx = -0.000, Fy = -0.001, Fz = -0.004
Body 2944: x = 1679.735, y = 1654.012, z = -1398.688, Fx = -0.003, Fy = -0.002, Fz = 0.002
Body 2945: x = 1003.604, y = -716.536, z = 836.870, Fx = -0.002, Fy = 0.000, Fz = -0.000
Body 2946: x = -1352.039, y = -937.745, z = -1688.213, Fx = 0.001, Fy = 0.002, Fz = 0.004
Body 2947: x = 1018.205, y = 690.609, z = 1509.967, Fx = 0.000, Fy = -0.001, Fz = -0.003
Body 2948: x = -2208.843, y = 872.777, z = 667.701, Fx = 0.004, Fy = -0.001, Fz = -0.001
Body 2949: x = 2331.932, y = -1271.629, z = -397.513, Fx = -0.003, Fy = 0.001, Fz = 0.000
Body 2950: x = 1839.460, y = -1082.955, z = -1835.788, Fx = -0.002, Fy = 0.001, Fz = 0.002
Body 2951: x = 665.797, y = 566.830, z = 956.306, Fx = -0.001, Fy = -0.001, Fz = -0.001
Body 2952: x = 480.948, y = -1795.114, z = -2246.222, Fx = -0.000, Fy = 0.002, Fz = 0.003
Body 2953: x = 1647.711, y = -1383.416, z = 875.946, Fx = -0.004, Fy = 0.002, Fz = -0.001
Body 2954: x = -502.272, y = -352.875, z = -1564.913, Fx = -0.001, Fy = -0.000, Fz = 0.004
Body 2955: x = 451.220, y = 1806.602, z = 1293.869, Fx = -0.001, Fy = -0.004, Fz = -0.002
Body 2956: x = -1583.336, y = -1620.414, z = -918.863, Fx = 0.002, Fy = 0.002, Fz = -0.000
Body 2957: x = 938.616, y = -544.012, z = -1952.316, Fx = -0.001, Fy = 0.000, Fz = 0.003
Body 2958: x = -572.027, y = 1082.139, z = -460.764, Fx = -0.000, Fy = -0.002, Fz = 0.001
Body 2959: x = -1116.246, y = 1125.354, z = -476.217, Fx = 0.002, Fy = -0.002, Fz = 0.001
Body 2960: x = -1080.702, y = -1358.668, z = 1461.910, Fx = 0.001, Fy = 0.005, Fz = -0.000
Body 2961: x = 752.937, y = 1232.166, z = 942.911, Fx = -0.001, Fy = -0.002, Fz = -0.001
Body 2962: x = -1151.147, y = -1658.824, z = -658.856, Fx = 0.001, Fy = 0.003, Fz = 0.001
Body 2963: x = 804.949, y = 856.345, z = -486.256, Fx = -0.002, Fy = -0.001, Fz = 0.001
Body 2964: x = 1842.941, y = -843.102, z = 206.986, Fx = -0.003, Fy = 0.000, Fz = 0.000
Body 2965: x = 1927.342, y = -2058.721, z = -191.021, Fx = -0.002, Fy = 0.003, Fz = -0.000
Body 2966: x = 1216.427, y = 758.573, z = 156.530, Fx = -0.003, Fy = -0.000, Fz = 0.000
Body 2967: x = -1712.314, y = -840.510, z = -1607.984, Fx = 0.004, Fy = 0.001, Fz = 0.003
Body 2968: x = -15.949, y = 897.805, z = 297.184, Fx = -0.001, Fy = -0.002, Fz = -0.000
Body 2969: x = 417.632, y = 624.464, z = -487.898, Fx = -0.002, Fy = -0.001, Fz = 0.002
Body 2970: x = 335.933, y = 1452.348, z = -209.012, Fx = -0.001, Fy = -0.003, Fz = 0.001
Body 2971: x = -1531.160, y = -1146.956, z = -1274.539, Fx = 0.003, Fy = 0.002, Fz = 0.001
Body 2972: x = 988.810, y = 118.151, z = 1684.399, Fx = -0.001, Fy = -0.001, Fz = -0.004
Body 2973: x = 1576.563, y = 1039.017, z = 1224.232, Fx = -0.003, Fy = -0.000, Fz = -0.000
Body 2974: x = 2229.591, y = -1907.465, z = -546.508, Fx = -0.003, Fy = 0.002, Fz = 0.001
Body 2975: x = -1111.001, y = -1978.705, z = -1594.753, Fx = 0.001, Fy = 0.003, Fz = 0.002
